0, 1
0, 127
0, 128
1, 0
1, 2
1, 129
1, 475
2, 1
2, 3
2, 130
3, 2
3, 4
3, 131
4, 3
4, 5
4, 132
5, 4
5, 6
5, 133
5, 412
5, 416
5, 468
6, 5
6, 7
6, 134
6, 458
7, 6
7, 8
7, 135
7, 464
7, 506
8, 7
8, 9
8, 136
8, 450
8, 484
9, 8
9, 10
9, 137
10, 9
10, 11
10, 138
10, 452
11, 10
11, 12
11, 139
11, 420
11, 504
12, 11
12, 13
12, 140
13, 12
13, 14
13, 141
13, 392
14, 13
14, 15
14, 142
14, 396
15, 14
15, 16
15, 143
15, 416
16, 15
16, 17
16, 144
17, 16
17, 18
17, 145
17, 396
17, 426
18, 17
18, 19
18, 146
19, 18
19, 20
19, 147
20, 19
20, 21
20, 148
20, 470
21, 20
21, 22
21, 149
22, 21
22, 23
22, 150
23, 22
23, 24
23, 151
24, 23
24, 25
24, 152
24, 455
25, 24
25, 26
25, 153
26, 25
26, 27
26, 154
26, 408
26, 434
27, 26
27, 28
27, 155
27, 430
27, 436
28, 27
28, 29
28, 156
28, 462
29, 28
29, 30
29, 157
30, 29
30, 31
30, 158
31, 30
31, 32
31, 159
31, 420
32, 31
32, 33
32, 160
32, 464
32, 468
33, 32
33, 34
33, 161
33, 443
34, 33
34, 35
34, 162
34, 432
34, 502
35, 34
35, 36
35, 163
35, 464
35, 478
36, 35
36, 37
36, 164
36, 426
37, 36
37, 38
37, 165
37, 484
38, 37
38, 39
38, 166
39, 38
39, 40
39, 167
40, 39
40, 41
40, 168
41, 40
41, 42
41, 169
41, 436
41, 451
42, 41
42, 43
42, 170
42, 405
43, 42
43, 44
43, 171
43, 444
44, 43
44, 45
44, 172
45, 44
45, 46
45, 173
45, 456
45, 460
46, 45
46, 47
46, 174
47, 46
47, 48
47, 175
48, 47
48, 49
48, 176
48, 462
49, 48
49, 50
49, 177
49, 392
49, 480
50, 49
50, 51
50, 178
50, 407
50, 440
50, 462
50, 480
51, 50
51, 52
51, 179
51, 390
51, 431
51, 459
51, 468
52, 51
52, 53
52, 180
52, 440
52, 472
52, 508
53, 52
53, 54
53, 181
54, 53
54, 55
54, 182
55, 54
55, 56
55, 183
56, 55
56, 57
56, 184
56, 404
57, 56
57, 58
57, 185
58, 57
58, 59
58, 186
58, 419
58, 504
59, 58
59, 60
59, 187
59, 406
59, 430
60, 59
60, 61
60, 188
61, 60
61, 62
61, 189
61, 440
62, 61
62, 63
62, 190
62, 400
62, 468
63, 62
63, 64
63, 191
64, 63
64, 65
64, 192
65, 64
65, 66
65, 193
65, 398
65, 400
66, 65
66, 67
66, 194
67, 66
67, 68
67, 195
68, 67
68, 69
68, 196
68, 456
68, 481
68, 494
69, 68
69, 70
69, 197
70, 69
70, 71
70, 198
71, 70
71, 72
71, 199
71, 420
71, 432
71, 462
72, 71
72, 73
72, 200
72, 432
73, 72
73, 74
73, 201
74, 73
74, 75
74, 202
74, 384
74, 462
75, 74
75, 76
75, 203
76, 75
76, 77
76, 204
77, 76
77, 78
77, 205
77, 440
78, 77
78, 79
78, 206
78, 450
79, 78
79, 80
79, 207
80, 79
80, 81
80, 208
80, 470
81, 80
81, 82
81, 209
81, 384
81, 496
82, 81
82, 83
82, 210
83, 82
83, 84
83, 211
84, 83
84, 85
84, 212
84, 388
84, 396
84, 452
84, 488
85, 84
85, 86
85, 213
85, 444
86, 85
86, 87
86, 214
87, 86
87, 88
87, 215
87, 496
88, 87
88, 89
88, 216
88, 392
88, 395
89, 88
89, 90
89, 217
90, 89
90, 91
90, 218
90, 423
90, 492
91, 90
91, 92
91, 219
91, 456
92, 91
92, 93
92, 220
92, 404
92, 408
93, 92
93, 94
93, 221
94, 93
94, 95
94, 222
94, 396
94, 472
94, 486
95, 94
95, 96
95, 223
95, 440
96, 95
96, 97
96, 224
97, 96
97, 98
97, 225
97, 414
97, 504
98, 97
98, 99
98, 226
98, 492
98, 504
99, 98
99, 100
99, 227
99, 390
99, 504
